ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
350361,2,1,0,0,0,0,0,0,0,0,0,0
350361,3,1,37,0,0,0,11,0,0,14,0,0
350362,1,1,0,0,0,0,0,0,0,0,0,0
350362,2,1,0,0,0,0,0,0,0,0,0,0
350363,1,1,24,24,24,24,24,24,24,24,24,24
350364,1,1,0,0,0,0,0,0,0,0,0,0
350365,1,1,20,20,20,20,20,20,20,20,20,20
350365,2,1,0,0,0,0,0,0,9,0,0,0
350366,1,1,0,0,0,0,0,0,0,0,0,0
350367,1,1,14,19,15,20,5,0,14,12,0,2
350367,2,1,0,0,0,0,0,0,0,23,0,0
350368,0,1,0,0,0,0,0,0,0,0,0,0
350368,0,2,0,0,0,0,27,0,0,16,0,0
350368,1,1,42,0,0,0,0,0,12,0,16,0
350369,0,1,0,0,0,0,0,0,0,0,0,0
350369,1,1,0,11,0,0,0,0,15,0,11,0
350370,0,1,40,0,0,0,14,0,27,0,14,0
350370,1,1,0,12,11,0,0,0,0,0,0,0
350371,1,1,21,21,21,21,21,21,21,21,21,21
350372,0,1,14,14,14,14,14,14,14,14,14,14
350372,1,1,0,0,0,0,0,0,0,0,0,0
350373,1,1,15,15,15,15,15,15,15,15,15,15
350374,1,1,0,0,0,0,0,0,19,0,0,0
350374,2,1,0,0,0,0,0,0,0,0,0,0
350375,1,1,24,24,24,24,24,24,24,24,24,24
350376,1,1,0,0,0,0,0,0,0,0,0,0
350376,2,1,0,0,0,0,0,0,0,0,0,0
350377,1,1,16,10,23,22,8,24,23,15,13,33
350378,1,1,19,19,19,19,19,19,19,19,19,19
350379,1,1,24,25,22,28,5,14,31,17,17,27
350380,0,1,0,0,23,0,24,0,8,0,0,30
350380,1,1,0,0,0,0,0,0,0,0,0,0
350381,0,1,24,11,0,16,3,46,29,18,11,17
350381,1,1,0,0,0,0,0,0,0,0,0,0
350382,1,1,36,16,21,13,0,19,16,11,15,19
350383,1,1,0,0,0,0,0,0,0,0,0,0
350383,2,1,0,0,0,0,0,0,0,0,0,0
350384,1,1,0,0,0,0,0,0,0,0,0,0
350385,0,1,24,24,24,24,24,24,24,24,24,24
350385,1,1,0,0,0,0,0,25,0,13,0,0
350386,0,1,29,29,29,29,29,29,29,29,29,29
350386,1,1,0,0,0,0,0,0,0,0,13,0
350387,1,1,0,0,0,0,0,0,0,0,0,0
350387,2,1,0,0,0,13,0,0,0,0,0,0
350388,1,1,0,0,0,0,0,0,0,0,0,0
350388,2,1,0,0,0,0,0,0,0,0,0,0
350389,1,1,0,0,0,0,0,0,0,0,0,0
350389,2,1,9,9,9,9,9,9,9,9,9,9
350390,1,1,0,0,0,0,13,0,0,0,0,0
350390,2,1,0,0,0,0,0,0,0,0,0,0
350390,3,1,0,0,0,0,0,0,0,0,0,0
350391,1,1,15,15,15,15,15,15,15,15,15,15
350391,2,1,0,0,0,0,0,0,0,0,0,0
350392,1,1,29,29,29,29,29,29,29,29,29,29
350392,2,1,0,0,0,0,0,0,0,0,0,0
350392,3,1,0,0,0,0,0,0,4,0,0,0
350393,1,1,0,0,0,0,0,0,0,0,0,0
350393,2,1,0,0,0,0,0,0,0,0,0,0
350393,3,1,0,0,0,0,0,0,0,0,0,0
350393,4,1,0,0,10,0,0,0,0,0,0,0
350393,5,1,0,0,0,0,0,0,0,0,0,0
350394,1,1,0,0,0,0,0,0,9,0,0,0
350394,2,1,0,0,0,0,0,0,0,0,0,0
350395,1,1,0,0,0,0,0,0,0,0,0,0
350395,2,1,26,26,26,26,26,26,26,26,26,26
350396,1,1,0,11,0,15,0,0,0,0,12,0
350396,2,1,0,0,0,0,0,0,0,0,0,0
350397,1,1,0,0,0,0,0,0,0,0,0,0
350397,2,1,0,0,0,0,0,0,0,0,0,0
350398,1,1,0,0,0,0,0,0,0,0,0,0
350398,2,1,0,0,0,0,0,0,0,0,0,0
350398,3,1,0,0,0,0,0,0,0,0,0,0
350399,0,1,36,36,36,36,36,36,36,36,36,36
350399,1,1,0,0,0,0,0,0,0,0,0,0
350400,1,1,30,30,30,30,30,30,30,30,30,30
350401,0,1,0,0,0,0,0,5,0,0,29,22
350401,0,2,0,0,0,0,0,0,0,0,0,0
350401,1,1,0,0,5,7,17,0,0,0,0,20
350402,0,1,0,0,0,0,0,0,0,0,0,0
350402,1,1,0,0,0,0,0,0,0,0,0,0
350403,0,1,0,0,0,0,0,0,0,0,0,0
350403,1,1,0,0,0,0,0,0,0,0,0,0
350404,0,1,0,0,0,0,0,0,0,0,0,0
350404,1,1,14,19,0,4,0,0,0,0,14,0
350405,1,1,0,0,0,0,0,0,0,0,0,0
350405,2,1,0,0,0,0,0,0,0,0,0,0
350405,3,1,0,0,0,0,0,0,0,0,0,0
350405,4,1,0,0,0,0,0,0,0,0,0,0
350406,0,1,0,0,0,0,0,0,0,0,0,0
350406,1,1,0,0,0,0,0,0,0,0,0,0
350407,0,1,0,0,0,0,0,0,0,0,0,0
350407,1,1,0,0,0,0,0,0,0,0,0,0
350408,1,1,0,0,0,0,0,0,0,0,24,0
350409,0,1,0,0,0,0,0,0,0,0,0,0
350409,1,1,0,0,0,0,0,0,0,0,0,0
350410,1,1,0,0,0,0,0,0,0,0,0,0
350411,1,1,10,10,10,10,10,10,10,10,10,10
350412,1,1,1,1,1,1,1,1,1,1,1,1
350412,2,1,0,7,0,19,18,17,0,0,0,0
350413,1,1,23,23,23,23,23,23,23,23,23,23
350414,0,1,15,0,0,33,12,0,0,21,0,0
350414,1,1,0,0,0,0,0,0,0,0,0,0
350415,1,1,21,21,21,21,21,21,21,21,21,21
350415,2,1,0,23,0,0,0,0,0,0,19,0
350416,0,1,32,32,32,32,32,32,32,32,32,32
350416,1,1,0,0,0,0,0,0,0,0,0,0
350417,1,1,11,11,11,11,11,11,11,11,11,11
350418,1,1,0,0,0,0,0,0,0,0,0,0
350419,1,1,0,0,0,0,0,8,0,0,0,0
350419,2,1,17,22,8,11,11,21,7,22,19,14
350420,0,1,0,0,0,0,0,0,0,0,0,0
350420,1,1,0,0,0,0,0,0,0,0,0,0
350420,2,1,0,0,0,0,0,0,0,0,0,0
350421,1,1,0,0,0,0,0,0,0,0,0,0
350421,2,1,0,0,0,0,0,0,0,0,0,0
350422,0,1,18,18,18,18,18,18,18,18,18,18
350422,1,1,0,0,2,3,3,0,0,0,0,13
350423,1,1,0,0,0,0,0,0,0,0,0,0
350423,2,1,0,0,0,0,0,0,0,0,0,0
350424,0,1,15,15,15,15,15,15,15,15,15,15
350424,1,1,0,0,0,0,0,0,0,0,0,0
350425,1,1,0,0,0,0,0,0,0,0,0,0
350426,0,1,0,1,6,0,0,0,0,0,0,26
350426,1,1,16,16,16,16,16,16,16,16,16,16
350427,0,1,0,0,0,0,0,0,0,0,0,0
350427,1,1,0,0,0,9,0,0,0,0,0,0
350428,1,1,0,17,0,0,0,0,0,0,0,0
360001,1,1,0,0,0,0,0,0,0,0,0,0
360001,2,1,0,0,0,0,0,0,0,0,0,0
360002,0,1,31,31,31,31,31,31,31,31,31,31
360002,1,1,0,0,0,0,0,0,0,0,0,0
360003,0,1,0,0,0,0,0,0,0,0,0,0
360003,0,2,0,0,0,0,0,0,0,0,0,0
360003,1,1,0,0,0,0,0,32,0,0,0,20
360004,1,1,22,22,22,22,22,22,22,22,22,22
360005,1,1,0,0,0,0,0,0,0,0,0,0
360007,1,1,24,24,24,24,24,24,24,24,24,24
360007,2,1,0,0,0,0,0,0,2,0,0,0
360008,1,1,0,0,0,18,0,0,19,0,0,0
360009,1,1,15,9,25,0,6,0,0,0,0,13
360010,0,1,0,26,20,0,0,0,0,0,0,0
360010,1,1,0,0,0,0,0,0,0,0,0,0
360011,0,1,0,33,0,0,0,0,0,0,0,20
360011,1,1,10,0,0,14,0,0,12,12,13,0
360012,1,1,0,0,0,0,0,0,0,0,0,0
360012,2,1,0,0,19,0,0,0,0,0,0,0
360013,1,1,10,10,10,10,10,10,10,10,10,10
360014,1,1,7,17,32,39,6,14,14,21,31,12
360015,0,1,0,0,0,0,0,0,0,0,0,0
360015,1,1,0,0,0,0,0,0,0,0,0,0
360016,1,1,0,0,0,0,0,0,0,0,0,0
360017,0,1,0,0,0,0,0,0,0,0,0,0
360017,1,1,0,0,0,0,0,0,0,0,0,0
360018,1,1,0,0,0,0,0,0,0,0,0,0
360018,2,1,16,0,0,0,0,0,21,8,0,14
360019,1,1,0,0,0,0,0,0,0,0,0,0
360020,0,1,0,0,0,0,0,0,0,0,0,0
360020,1,1,0,0,0,0,0,0,0,0,0,0
360021,1,1,21,21,21,21,21,21,21,21,21,21
360021,2,1,16,17,0,0,0,0,0,0,0,5
360022,1,1,26,26,26,26,26,26,26,26,26,26
360023,1,1,29,0,0,0,5,0,0,0,0,16
360024,1,1,8,3,0,23,0,21,22,0,0,0
360024,2,1,0,0,0,0,0,0,3,0,0,0
360024,3,1,0,0,0,0,0,0,0,0,0,0
360025,0,1,0,0,0,0,0,0,0,0,0,0
360025,1,1,0,0,0,0,0,12,27,19,0,0
360026,1,1,0,16,0,0,0,0,0,0,0,0
360026,2,1,0,26,23,27,25,15,12,5,17,11
360027,0,1,0,0,18,0,34,18,8,19,0,0
360027,0,2,0,0,0,0,0,0,0,0,0,0
360027,1,1,0,0,0,0,0,0,0,0,0,10
360028,1,1,0,24,0,0,0,0,32,0,0,0
360029,1,1,0,0,15,0,22,0,0,17,0,0
360029,2,1,0,0,16,0,0,0,0,0,20,0
360030,1,1,27,0,0,0,33,0,0,0,0,0
360030,2,1,0,0,0,0,0,0,0,0,0,0
360031,1,1,24,24,24,24,24,24,24,24,24,24
360032,0,1,0,0,0,0,0,0,0,0,0,0
360032,1,1,0,0,0,0,0,12,0,0,0,0
360032,2,1,0,0,0,0,3,0,0,9,0,0
360033,1,1,0,0,0,0,0,0,0,0,0,0
360035,1,1,10,0,0,0,0,0,0,0,0,0
360035,2,1,0,0,0,0,0,0,14,0,0,0
360036,1,1,0,0,0,0,0,0,0,0,0,0
360037,1,1,15,15,15,15,15,15,15,15,15,15
360038,0,1,41,30,11,30,24,8,18,11,36,13
360038,1,1,12,0,9,0,0,0,0,23,0,0
360039,0,1,0,0,0,0,30,0,0,28,0,24
360039,1,1,0,0,0,0,0,0,0,0,11,0
360040,0,1,0,0,0,0,0,0,0,0,0,0
360040,1,1,0,0,0,0,0,0,0,0,0,0
360040,2,1,0,30,0,10,0,17,0,0,0,19
360041,1,1,0,0,0,6,0,0,0,0,0,0
360042,1,1,0,0,0,0,0,0,0,0,0,0
360043,1,1,30,30,30,30,30,30,30,30,30,30
360044,1,1,0,0,0,0,0,0,0,0,0,0
360045,0,1,0,0,0,0,0,0,0,0,0,0
360045,1,1,0,0,0,14,0,13,0,0,0,0
360046,0,1,22,0,0,40,0,0,0,0,0,0
360046,1,1,10,0,0,0,0,26,0,0,17,0
360047,1,1,10,10,10,10,10,10,10,10,10,10
360048,0,1,7,7,7,7,7,7,7,7,7,7
360048,1,1,11,22,8,22,32,8,18,15,22,13
360049,0,1,0,0,0,0,0,14,18,0,0,4
360049,1,1,0,12,9,23,12,16,22,0,12,8
360050,0,1,8,8,0,0,18,0,30,0,0,5
360050,0,2,20,18,21,0,0,0,5,0,0,0
360050,1,1,0,0,0,0,17,0,0,0,20,0
360052,0,1,0,0,0,0,0,0,0,0,0,0
360052,1,1,0,0,0,7,25,0,9,0,0,0
360053,1,1,40,0,0,0,0,6,0,26,0,0
360053,2,1,0,18,0,23,0,0,0,0,0,18
360053,3,1,0,37,0,15,20,21,16,0,0,30
360054,1,1,0,0,17,0,0,0,0,0,0,0
360054,2,1,0,0,0,0,0,0,0,0,0,0
360055,1,1,28,28,28,28,28,28,28,28,28,28
360056,0,1,0,0,0,0,0,0,0,0,0,0
360056,1,1,0,0,0,0,0,0,0,20,0,0
360057,1,1,10,0,0,0,0,0,6,0,0,0
360057,2,1,0,0,0,0,0,0,0,0,0,0
360058,1,1,14,0,0,0,0,0,0,0,0,0
360058,2,1,0,0,0,0,0,0,0,0,0,0
360058,3,1,0,0,0,0,0,0,0,0,0,0
360059,1,1,7,30,15,9,21,21,9,26,24,10
360060,1,1,0,0,0,0,0,0,0,0,0,0
360060,2,1,0,0,0,0,0,0,0,2,0,0
360061,0,1,4,4,4,4,4,4,4,4,4,4
360061,1,1,33,0,0,0,51,6,0,6,0,0
360062,1,1,0,0,0,0,0,0,0,0,0,0
360062,2,1,0,0,0,0,0,0,0,0,0,0
360062,3,1,0,0,0,0,0,0,0,0,0,8
360063,1,1,0,0,4,0,13,5,0,23,0,0
360063,2,1,0,13,0,0,0,0,0,0,0,0
360064,1,1,0,0,0,0,0,0,0,0,0,0
360064,2,1,0,0,0,5,0,0,0,0,0,0
360065,1,1,0,0,0,0,0,0,0,0,0,0
360065,2,1,0,0,0,0,0,0,0,9,0,0
360065,3,1,0,0,0,0,0,0,0,0,11,0
360066,0,1,0,0,17,27,0,0,18,0,0,0
360066,1,1,8,5,0,15,18,8,0,0,18,0
360067,1,1,0,0,7,0,0,0,0,0,0,0
360067,2,1,0,0,0,0,0,0,0,0,0,0
360068,0,1,0,0,0,0,0,0,0,0,0,0
360068,1,1,26,0,16,10,0,0,18,0,0,0
360069,1,1,27,27,27,27,27,27,27,27,27,27
360070,1,1,0,0,0,0,0,0,0,0,0,0
360071,1,1,0,0,0,0,0,0,0,0,0,0
360072,0,1,5,5,5,5,5,5,5,5,5,5
360072,1,1,0,11,0,0,0,0,0,0,9,0
360073,1,1,0,0,0,0,37,16,0,23,16,0
360074,0,1,0,0,0,0,0,0,0,0,0,0
360074,1,1,0,0,0,8,0,0,0,0,0,0
360075,1,1,0,0,0,0,0,0,0,0,0,0
360077,1,1,0,0,0,0,0,0,0,0,0,0
360078,0,1,0,0,0,0,0,0,0,0,0,0
360078,1,1,16,14,0,29,14,19,0,19,19,12
360079,1,1,0,0,0,0,0,0,0,0,0,0
360079,2,1,0,0,0,0,0,0,0,0,25,0
360081,1,1,0,0,0,0,6,0,0,0,0,0
360081,2,1,8,8,8,8,8,8,8,8,8,8
360082,1,1,0,0,0,0,0,0,0,0,0,0
360082,2,1,0,0,0,0,0,0,0,0,0,0
360083,0,1,42,42,42,42,42,42,42,42,42,42
360083,1,1,17,22,0,0,0,12,0,0,0,6
360084,1,1,29,25,13,6,17,20,17,17,23,25
360084,2,1,0,0,0,0,0,9,0,0,0,0
360085,1,1,14,0,0,11,0,0,23,0,0,0
360085,2,1,6,0,0,19,0,0,49,0,9,13
360087,0,1,0,0,0,0,0,0,0,0,0,0
360087,1,1,0,0,0,0,0,0,0,0,0,0
360088,0,1,0,0,0,0,0,0,0,0,0,0
360088,1,1,0,0,0,0,0,0,25,0,0,11
360089,0,1,26,26,26,26,26,26,26,26,26,26
360089,1,1,0,0,11,0,0,15,0,11,0,0
360090,1,1,24,24,24,24,24,24,24,24,24,24
360091,1,1,7,0,0,0,0,0,0,0,13,0
360092,1,1,0,0,32,0,0,19,0,0,11,0
360093,0,1,0,0,0,0,0,0,0,9,0,0
360093,1,1,0,0,0,0,0,0,0,0,0,0
360094,1,1,0,0,0,0,22,0,15,0,0,0
360094,2,1,0,0,0,0,0,0,0,0,0,14
360095,1,1,0,9,0,0,0,0,0,23,16,0
360095,2,1,3,18,0,0,21,21,0,22,0,0
360096,1,1,0,0,0,0,0,0,0,0,0,0
360096,2,1,0,0,0,0,0,0,0,0,0,0
360096,3,1,0,0,0,0,0,0,0,0,0,0
360097,1,1,1,1,1,1,1,1,1,1,1,1
360097,2,1,0,0,0,0,0,0,0,0,0,0
360098,0,1,18,18,18,18,18,18,18,18,18,18
360098,1,1,0,35,0,0,0,0,17,0,0,15
360099,0,1,0,0,0,0,0,0,0,0,0,0
360099,1,1,12,0,27,0,37,13,0,0,0,0
360100,0,1,0,0,0,0,0,0,0,0,0,0
360100,1,1,0,0,0,0,0,0,0,0,0,0
360101,1,1,0,0,0,0,0,0,0,7,0,0
360101,2,1,14,14,14,14,14,14,14,14,14,14
360102,1,1,0,0,0,0,0,0,0,0,0,0
360102,2,1,0,0,0,0,0,0,16,0,0,0
360103,1,1,0,0,0,14,0,0,0,0,0,0
360103,2,1,0,22,0,0,0,0,0,0,0,0
360103,3,1,0,0,0,0,0,0,0,0,0,0
360103,4,1,0,0,0,0,0,0,0,0,0,0
360103,5,1,0,0,0,0,0,0,0,0,0,0
360104,1,1,0,0,0,0,0,0,0,0,0,0
360104,2,1,0,0,0,0,0,0,0,23,0,0
360105,1,1,7,27,8,13,31,20,21,17,20,11
360106,1,1,0,0,0,0,0,0,0,0,0,0
360107,1,1,25,25,25,25,25,25,25,25,25,25
360108,1,1,16,16,16,16,16,16,16,16,16,16
360109,0,1,0,0,0,0,0,0,0,0,0,0
360109,1,1,21,0,12,0,12,12,0,15,12,9
360110,1,1,0,0,0,0,0,0,6,0,0,0
360110,2,1,0,0,0,0,0,0,18,0,0,0
360111,0,1,0,0,18,0,25,0,0,0,21,28
360111,1,1,0,0,0,0,0,0,0,0,0,0
360112,0,1,24,24,24,24,24,24,24,24,24,24
360112,1,1,0,3,0,0,0,0,8,0,19,0
360112,2,1,0,0,0,0,0,5,0,9,0,12
360112,3,1,15,0,0,13,17,0,0,0,5,19
360113,1,1,0,0,0,0,0,0,0,0,0,0
360113,2,1,0,6,0,6,0,0,0,0,13,0
360114,0,1,32,32,32,32,32,32,32,32,32,32
360114,1,1,9,7,24,6,0,22,18,14,13,0
360115,1,1,0,0,16,0,0,0,0,0,12,0
360115,2,1,0,0,0,0,0,0,0,0,0,0
360116,1,1,0,0,0,0,0,0,0,0,0,0
360117,1,1,28,18,0,0,22,0,7,29,28,0
360118,0,1,0,0,20,25,41,0,0,0,13,0
360118,1,1,0,0,0,6,0,5,0,14,0,13
360119,1,1,21,0,0,0,0,0,16,0,0,0
360119,2,1,0,0,0,3,0,0,0,0,2,0
360120,0,1,11,11,11,11,11,11,11,11,11,11
360120,1,1,0,17,9,7,2,31,3,0,0,0
360121,1,1,0,0,0,0,0,0,0,0,0,0
360122,0,1,9,0,0,10,0,0,14,0,0,0
360122,1,1,0,0,15,35,40,0,10,15,0,0
360124,0,1,0,23,0,0,13,0,0,17,0,20
360124,1,1,0,0,15,0,11,15,0,0,0,0
360125,0,1,0,0,0,0,0,0,0,0,0,0
360125,1,1,0,0,0,0,0,21,11,0,0,0
360126,1,1,12,18,16,0,0,4,0,0,0,15
360126,2,1,12,0,5,0,0,11,0,0,0,21
360127,1,1,18,18,18,18,18,18,18,18,18,18
360127,2,1,0,0,0,0,0,31,0,0,0,0
360128,1,1,41,41,41,41,41,41,41,41,41,41
360128,2,1,0,0,0,26,0,0,18,0,0,0
360129,1,1,0,0,0,0,0,0,0,0,0,0
360130,1,1,17,0,0,0,0,0,0,0,16,0
360130,2,1,0,0,0,0,0,0,18,0,0,0
360130,3,1,11,0,0,0,0,0,0,0,0,11
360131,1,1,0,0,0,0,0,0,0,0,0,0
360132,0,1,0,0,0,0,0,0,0,0,0,0
360132,1,1,2,0,0,5,8,14,21,0,0,0
360133,0,1,0,0,13,0,0,0,15,0,0,0
360133,1,1,0,0,0,0,0,0,0,0,0,0
360134,1,1,0,0,0,0,0,0,0,0,0,0
360135,0,1,0,0,0,0,0,0,0,0,0,0
360135,1,1,0,0,0,0,0,0,0,0,14,0
360136,0,1,0,0,0,0,0,0,0,0,0,0
360136,1,1,0,12,0,0,0,16,16,10,4,0
360137,1,1,0,0,0,0,0,0,0,0,0,0
360138,0,1,0,0,0,0,0,0,0,0,0,0
360138,1,1,0,0,0,0,0,0,0,0,0,0
360139,0,1,0,0,10,0,35,0,0,0,0,18
360139,1,1,0,0,0,0,0,0,0,14,9,0
360140,1,1,0,0,0,0,0,0,0,0,0,0
360141,1,1,25,25,25,25,25,25,25,25,25,25
360142,1,1,0,0,0,0,0,0,0,0,0,0
360143,1,1,0,0,0,0,0,0,0,8,0,0
360143,2,1,0,0,0,0,0,0,0,0,0,0
360144,1,1,0,0,0,0,0,0,0,0,0,0
360144,2,1,0,0,0,0,0,0,0,0,0,0
360144,3,1,0,0,21,0,0,0,0,0,0,0
360144,4,1,0,0,0,0,0,0,0,0,0,0
360145,0,1,0,0,0,0,0,0,22,0,0,0
360145,1,1,0,0,0,0,0,0,0,0,0,0
360146,0,1,0,0,0,0,0,0,0,0,0,0
360146,1,1,6,35,0,0,17,0,11,23,14,8
360147,1,1,25,13,9,11,16,8,10,0,13,26
360148,0,1,18,18,18,18,18,18,18,18,18,18
360148,1,1,0,0,0,0,0,0,0,0,0,8
360149,1,1,0,0,0,0,0,0,0,0,0,0
360149,2,1,0,20,0,0,0,0,0,0,0,0
360150,1,1,26,26,26,26,26,26,26,26,26,26
360151,1,1,8,8,8,8,8,8,8,8,8,8
360152,0,1,41,14,0,0,0,0,0,0,0,0
360152,1,1,0,0,0,0,0,0,0,0,0,0
360153,1,1,14,14,14,14,14,14,14,14,14,14
360154,0,1,1,1,1,1,1,1,1,1,1,1
360154,1,1,0,14,0,0,0,10,0,23,0,0
360155,0,1,0,0,0,0,0,0,0,0,0,0
360155,1,1,0,0,0,0,0,10,0,0,0,0
360157,1,1,0,0,0,0,24,0,0,0,0,42
360158,1,1,0,0,0,0,0,0,0,0,0,0
360158,2,1,0,0,0,0,0,0,0,0,0,0
360159,1,1,6,6,6,6,6,6,6,6,6,6
360159,2,1,35,9,0,0,9,14,0,12,0,7
360159,3,1,7,0,0,0,0,0,0,0,0,0
360161,1,1,0,0,18,17,16,17,0,0,22,10
360161,2,1,0,0,0,0,0,0,0,0,0,0
360162,1,1,0,0,0,0,0,0,0,0,0,0
360163,1,1,0,0,0,0,0,0,0,0,0,0
360163,2,1,0,0,27,0,0,0,0,0,0,0
360164,0,1,0,0,0,0,0,0,0,0,0,0
360164,1,1,0,0,0,0,0,0,0,0,0,0
360166,1,1,0,0,0,0,0,0,0,0,0,0
360166,2,1,0,0,0,0,14,0,0,0,0,0
360167,1,1,0,16,0,0,0,0,0,0,0,16
360167,2,1,0,0,0,0,11,0,0,0,0,0
360168,1,1,0,0,0,0,20,0,10,23,0,0
360168,2,1,0,0,33,0,0,35,0,0,41,0
360169,0,1,33,33,33,33,33,33,33,33,33,33
360169,1,1,9,9,0,0,0,22,0,0,10,0
360171,0,1,0,0,0,0,0,0,0,0,0,0
360171,1,1,0,18,0,0,0,0,0,3,0,0
360172,1,1,0,0,0,0,0,0,0,0,0,0
360173,1,1,0,0,0,0,0,0,0,0,0,0
360175,0,1,0,0,0,0,0,0,0,0,0,0
360175,1,1,0,0,0,0,9,17,0,0,0,0
360176,0,1,0,0,0,0,0,0,0,25,0,0
360176,1,1,25,0,11,0,13,10,0,8,0,0
360177,0,1,0,0,0,0,0,0,0,0,0,0
360177,1,1,0,0,0,0,0,0,0,0,0,0
360178,1,1,0,0,0,0,0,0,0,0,0,0
360178,2,1,0,0,0,0,0,0,0,0,0,0
360179,0,1,0,0,0,0,0,0,0,0,0,0
360179,1,1,0,0,0,0,0,0,0,26,0,0
360180,1,1,15,11,31,16,10,25,3,16,24,17
360181,1,1,0,0,0,14,0,22,0,0,12,0
360181,2,1,0,0,2,0,0,0,0,0,0,0
360182,1,1,12,16,11,15,10,0,33,26,17,20
360183,1,1,0,0,0,0,0,0,0,0,0,0
360184,1,1,6,18,8,0,16,0,23,15,4,19
360185,0,1,0,0,0,0,0,0,0,0,0,0
360185,1,1,0,0,0,0,0,0,0,4,0,0
360186,0,1,0,0,0,0,0,0,0,0,0,0
360186,1,1,0,27,25,9,13,0,5,7,0,9
360187,1,1,9,0,26,37,15,15,0,0,0,25
360187,2,1,20,20,20,20,20,20,20,20,20,20
360189,1,1,12,22,18,12,41,10,18,13,0,7
360189,2,1,0,12,0,7,13,7,0,0,0,0
360190,0,1,27,27,27,27,27,27,27,27,27,27
360190,1,1,0,8,0,0,23,24,0,13,0,0
360191,0,1,0,0,0,0,0,0,0,0,0,0
360191,1,1,0,0,0,0,0,0,0,0,0,0
360191,2,1,0,0,0,0,18,0,0,0,0,0
360192,1,1,0,0,0,0,0,0,0,0,0,0
360192,2,1,0,0,0,0,17,0,0,0,0,0
360193,1,1,0,0,0,0,0,0,0,0,0,0
360193,2,1,0,0,0,0,0,0,0,0,0,0
360194,1,1,12,0,13,0,21,0,9,9,0,12
360195,1,1,0,0,6,0,0,0,0,0,0,0
360195,2,1,3,0,0,26,8,21,0,0,0,0
360196,1,1,0,0,0,9,19,13,37,0,0,19
360197,1,1,0,0,0,0,0,0,0,0,0,0
360198,1,1,17,11,8,0,18,11,16,16,0,20
360199,1,1,0,0,0,0,0,0,0,0,0,0
360199,2,1,0,0,0,0,0,0,0,0,0,0
360200,1,1,0,34,0,0,23,0,0,13,0,0
360200,2,1,0,0,0,0,0,0,0,0,0,0
360201,1,1,0,0,0,0,0,0,0,11,0,0
360201,2,1,0,5,11,0,0,10,0,10,0,0
360202,1,1,0,0,0,0,0,0,0,0,0,0
360203,1,1,13,0,0,7,0,14,24,9,43,0
360204,1,1,12,12,12,12,12,12,12,12,12,12
360206,0,1,0,34,17,15,22,11,0,0,0,13
360206,1,1,7,0,15,11,30,0,0,9,0,13
360207,1,1,0,0,0,20,0,0,0,0,0,0
360208,1,1,0,0,0,0,0,0,0,0,0,0
360209,1,1,0,0,0,0,0,0,0,0,0,0
360211,1,1,0,0,0,0,0,0,0,0,0,33
360211,2,1,0,0,0,0,0,0,0,0,0,0
360212,1,1,0,0,0,0,0,0,0,0,0,0
360213,0,1,0,0,0,0,0,0,30,0,0,0
360213,1,1,0,11,0,0,0,0,0,0,0,0
360214,1,1,23,0,20,12,0,0,0,0,0,0
360214,2,1,0,0,0,0,0,0,0,0,0,0
360215,0,1,0,0,0,11,0,0,0,0,0,0
360215,1,1,0,0,0,0,0,0,0,0,0,0
360216,0,1,0,20,3,0,0,0,0,0,0,0
360216,1,1,0,6,0,0,0,0,0,0,0,0
360217,0,1,21,0,0,10,0,19,0,0,0,0
360217,1,1,0,0,0,14,7,0,11,22,0,14
360217,2,1,0,0,0,0,0,0,0,0,0,0
360218,0,1,0,0,0,0,23,0,0,16,0,0
360218,1,1,32,0,15,18,7,17,20,12,18,9
360219,0,1,0,0,0,0,0,0,0,0,0,0
360219,1,1,24,9,21,16,27,8,0,31,23,22
360220,1,1,0,0,0,0,0,0,0,0,0,15
360220,2,1,0,0,0,0,0,0,0,0,0,0
360221,1,1,0,0,0,0,0,0,0,0,0,0
360221,2,1,0,0,0,0,0,0,0,0,1,0
360221,3,1,0,0,0,0,0,0,0,0,0,0
360222,0,1,0,0,0,0,0,0,0,0,0,0
360222,1,1,0,0,0,20,0,0,0,0,0,0
360223,0,1,0,0,0,0,0,0,23,0,4,0
360223,1,1,0,0,0,0,0,0,0,0,0,0
360224,1,1,14,0,0,20,10,0,0,0,0,0
360224,2,1,0,0,0,0,0,0,0,0,0,0
360225,1,1,0,0,0,0,0,12,24,0,26,3
360225,2,1,0,0,0,0,0,0,0,13,0,20
360225,3,1,0,0,0,0,0,19,0,0,0,0
360226,1,1,0,0,0,0,0,0,0,0,0,0
360226,2,1,0,0,0,0,0,0,0,0,0,0
360226,3,1,0,0,0,0,0,0,0,0,0,0
360227,1,1,0,0,0,0,0,0,0,0,0,0
360227,2,1,0,0,0,0,0,12,0,0,0,15
360227,3,1,16,0,0,0,0,0,0,0,0,0
360228,1,1,15,12,0,0,0,23,0,6,0,0
360229,1,1,0,0,0,0,0,0,0,0,0,0
360229,2,1,0,0,0,0,0,0,0,0,0,0
360229,3,1,0,0,0,0,0,0,0,0,0,0
360229,4,1,0,0,0,0,0,0,0,0,0,0
360229,5,1,0,0,0,0,0,0,0,0,0,0
360229,6,1,0,0,0,0,0,0,0,0,0,0
