STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PMONTH,PMONTHNAME,PDAY,PDAYNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PNUMOCCS,PNUMOCCSNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PVIN,PVINNAME,PMODYEAR,PMODYEARNAME,PVPICMAKE,PVPICMAKENAME,PVPICMODEL,PVPICMODELNAME,PVPICBODYCLASS,PVPICBODYCLASSNAME,PMAKE,PMAKENAME,PMODEL,PBODYTYP,PBODYTYPNAME,PICFINALBODY,PICFINALBODYNAME,PGVWR_FROM,PGVWR_FROMNAME,PGVWR_TO,PGVWR_TONAME,PTRAILER,PTRAILERNAME,PTRLR1VIN,PTRLR1VINNAME,PTRLR2VIN,PTRLR2VINNAME,PTRLR3VIN,PTRLR3VINNAME,PTRLR1GVWR,PTRLR1GVWRNAME,PTRLR2GVWR,PTRLR2GVWRNAME,PTRLR3GVWR,PTRLR3GVWRNAME,PMCARR_ID,PMCARR_IDNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDEROVERRIDE,PUNDEROVERRIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PFIRE,PFIRENAME,PMAK_MOD,PMAK_MODNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PDEATHS
13,Georgia,130921,2,1,7,July,28,28,5,5:00am-5:59am,32,32,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,47,Tennessee,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1XKYDP9X6LJ3,1XKYDP9X6LJ3,2020,2020,532,Kenworth,2733,T680,66,Truck-Tractor,85,Kenworth,881,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,Not Applicable,18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",1,One Trailing Unit,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units,98,Not Reported,77,No Trailing Units,77,No Trailing Units,47213582,47213582,47,Tennessee,213582,213582,6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,85881,Kenworth Medium/Heavy - CBE,1,X,K,Y,D,P,9,X,6,L,J,3,0
13,Georgia,130940,2,1,8,August,2,2,16,4:00pm-4:59pm,54,54,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,45,South Carolina,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,4V4WC9EG4MN2,4V4WC9EG4MN2,2021,2021,487,Volvo Truck,15808,VNR,66,Truck-Tractor,51,Volvo,881,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",0,Not Applicable,18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",1,One Trailing Unit,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units,98,Not Reported,77,No Trailing Units,77,No Trailing Units,181486168,181486168,18,Indiana,1486168,1486168,6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,2,Override,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,51881,Volvo Medium/Heavy – CBE,4,V,4,W,C,9,E,G,4,M,N,2,0
13,Georgia,131026,2,1,8,August,21,21,3,3:00am-3:59am,38,38,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,WVWBW8AH4EV0,WVWBW8AH4EV0,2014,2014,482,Volkswagen,4167,Eos,1,Convertible/Cabriolet,30,Volkswagen,51,1,"Convertible(excludes sun-roof,t-bar)",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,30051,Volkswagen Eos,W,V,W,B,W,8,A,H,4,E,V,0,0
13,Georgia,131117,2,1,9,September,8,8,23,11:00pm-11:59pm,1,1,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,5NPE24AF6GH3,5NPE24AF6GH3,2016,2016,498,Hyundai,2459,Sonata,13,Sedan/Saloon,55,Hyundai,33,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,13,Top,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,55033,Hyundai Sonata,5,N,P,E,2,4,A,F,6,G,H,3,0
13,Georgia,131117,3,1,9,September,8,8,23,11:00pm-11:59pm,1,1,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,5FNRL5H99DB0,5FNRL5H99DB0,2013,2013,474,Honda,1869,Odyssey,2,Minivan,37,Honda,441,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,13,Top,6,Disabling Damage,2,Towed Due to Disabling Damage,14,Parked Motor Vehicle,0,No or Not Reported,37441,Honda Odyssey,5,F,N,R,L,5,H,9,9,D,B,0,0
13,Georgia,131117,4,1,9,September,8,8,23,11:00pm-11:59pm,1,1,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1GCFG1540812,1GCFG1540812,2008,2008,467,Chevrolet,1848,Express,95,Cargo Van,20,Chevrolet,461,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,13,Top,4,Functional Damage,8,Not Reported,14,Parked Motor Vehicle,0,No or Not Reported,20461,Chevrolet G-series van,1,G,C,F,G,1,5,4,0,8,1,2,0
13,Georgia,131150,2,1,9,September,10,10,22,10:00pm-10:59pm,32,32,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1N4AL3AP9FC2,1N4AL3AP9FC2,2015,2015,478,Nissan,1904,Altima,13,Sedan/Saloon,35,Nissan/Datsun,47,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,35047,Nissan/Datsun Altima,1,N,4,A,L,3,A,P,9,F,C,2,1
13,Georgia,131423,3,2,11,November,3,3,6,6:00am-6:59am,5,5,12,Motor Vehicle In-Transport,2,Front-to-Front,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FTFW1ET2EKF,1FTFW1ET2EKF,2014,2014,460,Ford,1801,F-150,60,Pickup,12,Ford,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,12,12 Clock Point,4,Functional Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,12481,Ford F-Series pickup,1,F,T,F,W,1,E,T,2,E,K,F,0
13,Georgia,131423,4,2,11,November,3,3,6,6:00am-6:59am,5,5,12,Motor Vehicle In-Transport,2,Front-to-Front,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,YV1LW56D2Y26,YV1LW56D2Y26,2000,2000,485,Volvo,3130,V70,15,Wagon,51,Volvo,43,6,Station Wagon (excluding van and truck based),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,51043,"Volvo 70 Series (For XC70 for 2014 on, use model code 402)",Y,V,1,L,W,5,6,D,2,Y,2,6,0
13,Georgia,131487,2,1,11,November,19,19,6,6:00am-6:59am,38,38,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1GKDS13S2323,1GKDS13S2323,2003,2003,472,GMC,4507,Envoy,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),23,GMC,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,83,Right-Back Side,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,23401,GMC Jimmy/Typhoon/Envoy,1,G,K,D,S,1,3,S,2,3,2,3,0
13,Georgia,131587,2,1,12,December,27,27,17,5:00pm-5:59pm,5,5,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,37,North Carolina,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,WA1CFAFP4EA0,WA1CFAFP4EA0,2014,2014,582,Audi,3862,Q5,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),32,Audi,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,32402,Audi Q5,W,A,1,C,F,A,F,P,4,E,A,0,0
13,Georgia,131611,2,3,12,December,21,21,17,5:00pm-5:59pm,5,5,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3ALACWDT0HDJ,3ALACWDT0HDJ,2017,2017,450,Freightliner,2499,M2,11,Truck,82,Freightliner,898,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",0,Not Applicable,16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77777777777,Not Reported,77,Not Reported,777777777,Not Reported,2,Single-Unit Truck (3 or more axles),1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,82898,Freightliner Other (medium/heavy truck),3,A,L,A,C,W,D,T,0,H,D,J,0
15,Hawaii,150024,3,2,3,March,23,23,14,2:00pm-2:59pm,9,9,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,15,Hawaii,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1C6RR7KT7ES1,1C6RR7KT7ES1,2014,2014,496,Ram,13620,1500,60,Pickup,7,Dodge,482,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,83,Right-Back Side,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,7482,Dodge Ram Pickup,1,C,6,R,R,7,K,T,7,E,S,1,0
15,Hawaii,150024,4,2,3,March,23,23,14,2:00pm-2:59pm,9,9,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,15,Hawaii,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,2HNYD18623H5,2HNYD18623H5,2003,2003,475,Acura,2147,MDX,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),54,Acura,421,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,83,Right-Back Side,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,54421,Acura MDX,2,H,N,Y,D,1,8,6,2,3,H,5,0
15,Hawaii,150024,5,2,3,March,23,23,14,2:00pm-2:59pm,9,9,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,15,Hawaii,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,4T1BF28B61U1,4T1BF28B61U1,2001,2001,448,Toyota,2465,Avalon,13,Sedan/Saloon,49,Toyota,43,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,62,Left-Front Side,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,49043,Toyota Avalon,4,T,1,B,F,2,8,B,6,1,U,1,0
15,Hawaii,150042,3,2,6,June,6,6,19,7:00pm-7:59pm,45,45,12,Motor Vehicle In-Transport,6,Angle,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,15,Hawaii,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1GBEG25F7F71,1GBEG25F7F71,1985,1985,467,Chevrolet,14462,G-Series,95,Cargo Van,20,Chevrolet,461,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,99,Reported as Unknown,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20461,Chevrolet G-series van,1,G,B,E,G,2,5,F,7,F,7,1,0
15,Hawaii,150053,2,1,8,August,12,12,23,11:00pm-11:59pm,59,59,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,15,Hawaii,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FM5K8ARXKGB,1FM5K8ARXKGB,2019,2019,460,Ford,1800,Explorer,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,Ford,425,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,5,Police,5,"Emergency Operation, Emergency Warning Equipment in Use",0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,12425,Ford Explorer (For 2019 on.  For model years 1990-2018 see 12-401.),1,F,M,5,K,8,A,R,X,K,G,B,0
16,Idaho,160014,2,1,1,January,14,14,9,9:00am-9:59am,32,32,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,99,Reported as Unknown,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,888888888888,Not Reported,9998,Not Reported,99998,Not Reported,99998,Not Reported,998,Not Reported,97,Not Reported,997,98,Not Reported,0,Not Applicable,98,Not Reported,98,Not Reported,9,Unknown,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,99999999999,Unknown,99,Unknown,999999999,Unknown,99,Unknown,99,Unknown,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,99,Reported as Unknown,99,Reported as Unknown,9,Reported as Unknown,7,Not Applicable,98,Not Reported,9,Reported as Unknown,9,Reported as Unknown,12,Motor Vehicle In-Transport,0,No or Not Reported,97997,Not Reported Not Reported,8,8,8,8,8,8,8,8,8,8,8,8,0
16,Idaho,160188,3,2,11,November,2,2,9,9:00am-9:59am,20,20,12,Motor Vehicle In-Transport,6,Angle,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,16,Idaho,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,KNAFX4A88E50,KNAFX4A88E50,2014,2014,499,Kia,2462,Forte,13,Sedan/Saloon,63,KIA,38,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,63038,KIA Forte,K,N,A,F,X,4,A,8,8,E,5,0,0
16,Idaho,160240,2,1,12,December,29,29,15,3:00pm-3:59pm,47,47,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,16,Idaho,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FTPW12565KF,1FTPW12565KF,2005,2005,460,Ford,1801,F-150,60,Pickup,12,Ford,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,5,5 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12481,Ford F-Series pickup,1,F,T,P,W,1,2,5,6,5,K,F,0
